t_s,true_x_m,true_v_mps,imu_acc_mps2,gnss_pos_meas_m,spoof_active
32,25.200000000000006,4.2,0.33812801529341235,26.06214212893066,0
33,29.575000000000006,4.55,0.48228155092467473,30.039376733571522,0
34,34.300000000000004,4.8999999999999995,0.38614774983132283,26.06315840506787,0
35,39.375,5.249999999999999,0.38533967062848956,36.65557815157985,0
36,44.8,5.599999999999999,0.3428179552874735,44.64746014867215,0
37,50.574999999999996,5.949999999999998,0.32921769994179334,49.50516557032208,0
38,56.69999999999999,6.299999999999998,0.23381561359897096,57.44130769449125,0
39,63.17499999999998,6.649999999999998,0.4231244319154135,66.56344693884374,0
40,69.99999999999997,6.999999999999997,0.3918985823453827,69.03539264603819,0
41,77.17499999999997,7.349999999999997,0.3542500404071952,74.00203561163137,0
42,84.69999999999996,7.699999999999997,0.35676639788982467,85.6745549755331,0
43,92.57499999999996,8.049999999999997,0.4091686557356633,91.59512999929655,0
44,100.79999999999995,8.399999999999997,0.2717173956152088,100.33180949753425,0
45,109.37499999999994,8.749999999999996,0.3296071201067717,108.4996788425407,0
46,118.29999999999994,9.099999999999996,0.29682182822644815,125.02551340003289,0
47,127.57499999999993,9.449999999999996,0.47129055694920474,120.8528872170061,0
48,137.19999999999993,9.799999999999995,0.417539331911198,136.034998290602,0
49,147.17499999999993,10.149999999999995,0.2328384415318781,147.16393292305474,0
50,157.49999999999994,10.499999999999995,0.27417430240160146,155.1565725231516,0
51,168.17499999999995,10.849999999999994,0.35705925959855084,170.8744774963848,0
52,179.19999999999996,11.199999999999994,0.33665358727565453,181.63977303615889,0
53,190.57499999999996,11.549999999999994,0.2855370675153867,190.43173614453434,0
54,202.29999999999995,11.899999999999993,0.48168573425902933,201.48797873396887,0
55,214.37499999999997,12.249999999999993,0.38375239483895474,214.03912949730503,0
56,226.79999999999998,12.599999999999993,0.3934889793717855,226.48564003905656,0
57,239.575,12.949999999999992,0.32347910304606714,239.3398809156227,0
58,252.7,13.299999999999992,0.40833644883068015,252.13600269544958,0
59,266.175,13.649999999999991,0.3421740343410793,266.9323479437772,0
60,280.0,13.999999999999991,0.34799940957755005,282.2596361944836,0
61,294.175,14.34999999999999,0.4016601175895156,290.48421955720426,0
62,308.7,14.69999999999999,0.26726014609638205,305.54800830230056,0
63,323.575,15.04999999999999,0.4608216715910589,318.32944591154944,0
64,338.8,15.39999999999999,0.37594335288343256,341.3991922010728,0
65,354.375,15.74999999999999,0.44185665252682543,355.1259698795714,0
66,370.3,16.09999999999999,0.3004748146028709,371.81580254779834,0
67,386.575,16.449999999999992,0.3096100925583084,382.2865052849096,0
68,403.2,16.799999999999994,0.2952859867040113,408.55484436864043,0
69,420.175,17.149999999999995,0.3800178603598903,418.34844727556396,0
70,437.5,17.499999999999996,0.36895899811509475,438.00461742133376,0
71,455.175,17.849999999999998,0.33713529084612914,457.7381539820351,0
72,473.20000000000005,18.2,0.30415584842688326,470.23906073261185,0
73,491.57500000000005,18.55,0.28900422381614943,489.93602692446206,0
74,510.30000000000007,18.900000000000002,0.36209096597176066,510.8375153238027,0
75,529.375,19.250000000000004,0.33706479322468397,537.9474192263941,0
76,548.8,19.600000000000005,0.3238635804585043,549.7033742285561,0
77,568.5749999999999,19.950000000000006,0.45782536916789657,573.3940834518921,0
78,588.6999999999999,20.300000000000008,0.36006045930843594,592.3170194355758,0
79,609.1749999999998,20.65000000000001,0.4412025760356155,610.2790301094834,0
80,629.9999999999998,21.00000000000001,-0.016995130960961793,627.0324126851077,0
81,650.9999999999998,21.00000000000001,0.029686577027919412,654.1792608324545,0
82,671.9999999999998,21.00000000000001,0.011671439024619906,667.5056689750556,0
83,692.9999999999998,21.00000000000001,-0.08685733857108735,697.802625371031,0
84,713.9999999999998,21.00000000000001,0.10070029837583476,714.6000159246545,0
85,734.9999999999998,21.00000000000001,0.006890783578055046,727.0493293581053,0
86,755.9999999999998,21.00000000000001,0.05978509317797763,754.9784817149042,0
87,776.9999999999998,21.00000000000001,-0.030121723347693564,778.9618434627686,0
88,797.9999999999998,21.00000000000001,0.005109337105214122,797.2889283808805,0
89,818.9999999999998,21.00000000000001,-0.03701114159540128,821.1450174329805,0
90,839.9999999999998,21.00000000000001,0.0891599089658036,837.4499274968629,0
91,860.9999999999998,21.00000000000001,0.03368456084704054,857.082052881637,0
92,881.9999999999998,21.00000000000001,0.037023211600853284,881.7856637908569,0
93,902.9999999999998,21.00000000000001,0.09649104882629873,903.0946970018695,0
94,923.9999999999998,21.00000000000001,0.08438047781394138,922.9548469468128,0
95,944.9999999999998,21.00000000000001,0.06092055216817712,948.6818734399263,0
96,965.9999999999998,21.00000000000001,-0.07030364082224776,963.4493778745826,0
97,986.9999999999998,21.00000000000001,-0.026740747171001014,987.9394968219968,0
98,1007.9999999999998,21.00000000000001,-0.04523328816068116,1008.2039099134906,0
99,1028.9999999999998,21.00000000000001,0.05865202161754795,1024.3298521435916,0
100,1049.9999999999998,21.00000000000001,0.025239116505003083,1046.0429094489941,0
101,1070.9999999999998,21.00000000000001,-0.06843074601783568,1071.0357330487457,0
102,1091.9999999999998,21.00000000000001,0.0036753472193263477,1097.9435999960606,0
103,1112.9999999999998,21.00000000000001,-0.07464674014312671,1114.7378094356961,0
104,1133.9999999999998,21.00000000000001,0.011810610715814407,1128.8230955245658,0
105,1154.9999999999998,21.00000000000001,-0.08432235023923108,1145.6685358046418,0
106,1175.9999999999998,21.00000000000001,0.046729649603076774,1178.1991607790128,0
107,1196.9999999999998,21.00000000000001,0.03767775756204441,1196.711359551215,0
108,1217.9999999999998,21.00000000000001,0.12947690960081287,1221.4237979085308,0
109,1238.9999999999998,21.00000000000001,0.06587239736984055,1236.3578462378655,0
110,1259.9999999999998,21.00000000000001,-0.010374855349350166,1261.0506374935753,0
111,1280.9999999999998,21.00000000000001,0.06408420559646916,1283.5385203890833,0
112,1301.9999999999998,21.00000000000001,-0.0688598328567107,1300.6576090853803,0
113,1322.9999999999998,21.00000000000001,-0.042748356220865126,1321.7217432893067,0
114,1343.9999999999998,21.00000000000001,0.0349885519245066,1344.075788493295,0
115,1364.9999999999998,21.00000000000001,-0.11449497976487565,1366.6280290396808,0
116,1385.9999999999998,21.00000000000001,0.012770352903967018,1385.956997986464,0
117,1406.9999999999998,21.00000000000001,-0.04621579752710524,1409.9219890132783,0
118,1427.9999999999998,21.00000000000001,0.021078423309195814,1426.6141944321987,0
119,1448.9999999999998,21.00000000000001,-0.0496641814828358,1445.0148143836104,0
120,1469.9999999999998,21.00000000000001,0.04045488824731132,1475.9309261043393,0
121,1490.9999999999998,21.00000000000001,0.016159645420043375,1489.1860987903724,0
122,1511.9999999999998,21.00000000000001,0.09902195501287983,1510.2946737488464,0
123,1532.9999999999998,21.00000000000001,0.015404072046097327,1532.8025900367832,0
124,1553.9999999999998,21.00000000000001,-0.031118568297687978,1554.2015433289616,0
125,1574.9999999999998,21.00000000000001,0.00018684865036302546,1573.8399490725349,0
126,1595.9999999999998,21.00000000000001,-0.06565418382100388,1595.9476983091527,0
127,1616.9999999999998,21.00000000000001,0.0393682352823264,1616.8807133057153,0
128,1637.9999999999998,21.00000000000001,0.05039101477891633,1638.5244579810621,0
129,1658.9999999999998,21.00000000000001,0.16315176220156907,1651.9275376230378,0
130,1679.9999999999998,21.00000000000001,-0.022310159436264285,1685.6426289210233,0
131,1700.9999999999998,21.00000000000001,-0.001067674420510964,1700.5581350593961,0
132,1721.9999999999998,21.00000000000001,-0.019545511466292936,1723.7418678583408,0
133,1742.9999999999998,21.00000000000001,0.02772682206787344,1738.8656959753978,0
134,1763.9999999999998,21.00000000000001,0.037901432068776816,1762.586999216252,0
135,1784.9999999999998,21.00000000000001,0.011797509334289353,1782.9830524010385,0
136,1805.9999999999998,21.00000000000001,0.08017955501238193,1810.4091712935253,0
137,1826.9999999999998,21.00000000000001,-0.02201877022528665,1825.2425591794922,0
138,1847.9999999999998,21.00000000000001,0.07417044287344272,1850.27423996082,0
139,1868.9999999999998,21.00000000000001,0.04730987121846495,1867.0487386419802,0
140,1889.9999999999998,21.00000000000001,0.014278204806063208,1888.642143181038,0
141,1910.9999999999998,21.00000000000001,-0.003896198445428725,1910.2633495043976,0
142,1931.9999999999998,21.00000000000001,0.16060006552388217,1935.8515353804876,0
143,1952.9999999999998,21.00000000000001,-0.034020519044524765,1947.3304420229094,0
144,1973.9999999999998,21.00000000000001,0.03287599061810488,1970.0530093341765,0
145,1994.9999999999998,21.00000000000001,-0.03001314421452795,1989.1580845029303,0
146,2015.9999999999998,21.00000000000001,0.12213724491727834,2012.7374936407155,0
147,2036.9999999999998,21.00000000000001,0.06820957972795222,2034.5651998464234,0
148,2058.0,21.00000000000001,-0.025700992730468643,2053.1565562377286,0
149,2079.0,21.00000000000001,0.0457556996058737,2076.797556760156,0
150,2100.0,21.00000000000001,-0.16953825672340667,2093.9558565571997,0
151,2120.9,20.80000000000001,-0.21599748571848432,2117.8460338286973,0
152,2141.6000000000004,20.600000000000012,-0.1395101469663096,2145.201261199731,0
153,2162.1000000000004,20.400000000000013,-0.1616416765337354,2163.310764210844,0
154,2182.4000000000005,20.200000000000014,-0.17205807716684285,2182.9624030165182,0
155,2202.5000000000005,20.000000000000014,-0.18751518267453976,2199.491664331163,0
156,2222.4000000000005,19.800000000000015,-0.15913673044402094,2217.7917451228664,0
157,2242.100000000001,19.600000000000016,-0.17123674031045244,2238.682531773398,0
158,2261.600000000001,19.400000000000016,-0.181454400018499,2261.470370519313,0
159,2280.900000000001,19.200000000000017,-0.22346095495925383,2283.504530339181,0
160,2300.000000000001,19.000000000000018,-0.08337402555425047,2302.707102251407,0
161,2318.900000000001,18.80000000000002,-0.24802519660091282,2320.791837087451,0
162,2337.6000000000013,18.60000000000002,-0.15934182686721532,2335.3873294077976,0
163,2356.1000000000013,18.40000000000002,-0.20421444453808596,2356.1736494972133,0
164,2374.4000000000015,18.20000000000002,-0.07942716383304203,2373.43597240989,0
165,2392.5000000000014,18.00000000000002,-0.23920895223343042,2391.896430709517,0
166,2410.4000000000015,17.800000000000022,-0.2291157957056199,2416.511383690881,0
167,2428.1000000000017,17.600000000000023,-0.24318908379570953,2422.813999288991,0
168,2445.6000000000017,17.400000000000023,-0.1655920969429634,2444.895969552235,0
169,2462.900000000002,17.200000000000024,-0.2673830395741185,2466.5352467215903,0
170,2480.000000000002,17.000000000000025,-0.213711709685466,2475.602325514901,0
171,2496.900000000002,16.800000000000026,-0.31414194937125706,2494.968757724203,0
172,2513.600000000002,16.600000000000026,-0.17057471875231456,2512.012884507299,0
173,2530.100000000002,16.400000000000027,-0.21501289152537578,2529.4301308338404,0
174,2546.4000000000024,16.200000000000028,-0.27428340463591117,2541.612128521184,0
175,2562.5000000000023,16.00000000000003,-0.1198634358215565,2564.2858581810165,0
176,2578.4000000000024,15.80000000000003,-0.26346001390309637,2580.398861847542,0
177,2594.1000000000026,15.60000000000003,-0.1371833785983071,2595.6251259750566,0
178,2609.6000000000026,15.40000000000003,-0.2270624494392683,2606.9888789771294,0
179,2624.900000000003,15.200000000000031,-0.08890571732627446,2625.1595323723645,0
180,2640.0000000000027,15.000000000000032,-0.14002696766443123,2637.3016792812955,1
181,2654.900000000003,14.800000000000033,-0.2454828722524417,2654.987149899595,1
182,2669.600000000003,14.600000000000033,-0.2400249531326184,2678.2288248880186,1
183,2684.100000000003,14.400000000000034,-0.1486684876865414,2687.6360751921375,1
184,2698.4000000000033,14.200000000000035,-0.20074268784261,2699.162617472552,1
185,2712.500000000003,14.000000000000036,-0.19516055042128194,2718.436617095873,1
186,2726.4000000000033,13.800000000000036,-0.10866566829367415,2728.803424504728,1
187,2740.1000000000035,13.600000000000037,-0.22992133240219742,2744.016371244412,1
188,2753.6000000000035,13.400000000000038,-0.17952237366947277,2759.0346375442177,1
189,2766.9000000000037,13.200000000000038,-0.12772233238086167,2775.1583506541697,1
190,2780.0000000000036,13.000000000000039,-0.13645295069686397,2793.422810131782,1
191,2792.9000000000037,12.80000000000004,-0.19457676005124036,2806.253793551282,1
192,2805.600000000004,12.60000000000004,-0.20233435285115953,2819.779110638754,1
193,2818.100000000004,12.400000000000041,-0.2893289277512559,2828.3885067911933,1
194,2830.400000000004,12.200000000000042,-0.24837469955991176,2843.3189690166596,1
195,2842.500000000004,12.000000000000043,-0.165898446405516,2858.7979169543146,1
196,2854.400000000004,11.800000000000043,-0.19327293133653417,2868.9162710142077,1
197,2866.1000000000045,11.600000000000044,-0.18050437528602642,2882.5647651599324,1
198,2877.6000000000045,11.400000000000045,-0.12264478342195638,2897.100947958381,1
199,2888.9000000000046,11.200000000000045,-0.25623938654373646,2906.885052782034,1
200,2900.000000000005,11.000000000000046,-0.19917081813395898,2920.5407201232783,1
201,2910.900000000005,10.800000000000047,-0.17367734219532693,2936.3478135382693,1
202,2921.6000000000054,10.600000000000048,-0.22724959625447094,2942.5363663210555,1
203,2932.1000000000054,10.400000000000048,-0.099111373164355,2957.846878537861,1
204,2942.4000000000055,10.200000000000049,-0.13048479190321116,2967.01795603127,1
205,2952.500000000006,10.00000000000005,-0.1675920003746747,2971.7426812873778,1
206,2962.400000000006,9.80000000000005,-0.07734609324028482,2983.415733948849,1
207,2972.1000000000063,9.600000000000051,-0.2749337167766085,2994.571941444397,1
208,2981.6000000000063,9.400000000000052,-0.1854635768663409,3004.631399905945,1
209,2990.9000000000065,9.200000000000053,-0.16301978186395633,3016.820623672042,1
210,3000.000000000007,9.000000000000053,-0.2398733028076353,3028.6033236449443,1
211,3008.900000000007,8.800000000000054,-0.16695712749093633,3039.965050069708,1
212,3017.600000000007,8.600000000000055,-0.2513949496272727,3046.3366193416505,1
213,3026.100000000007,8.400000000000055,-0.1435665609035448,3053.0600384832637,1
214,3034.4000000000074,8.200000000000056,-0.1215299139122656,3056.9080045198393,1
215,3042.5000000000077,8.000000000000057,-0.1686599959323003,3071.897096057166,1
216,3050.400000000008,7.800000000000057,-0.29616786890389674,3080.066539908876,1
217,3058.100000000008,7.6000000000000565,-0.24300761126996206,3088.6156494323327,1
218,3065.600000000008,7.400000000000056,-0.15111739980721034,3102.237451491853,1
219,3072.9000000000083,7.200000000000056,-0.18372808138925806,3107.267194398583,1
220,3080.0000000000086,7.000000000000056,-0.04664015706154927,3113.3027113878857,1
221,3087.050000000009,7.100000000000056,0.1895698230320944,3115.3895818499727,1
222,3094.200000000009,7.200000000000055,0.12319939037522995,3124.1420514293345,1
223,3101.4500000000094,7.300000000000055,0.06585552015999731,3132.8795031382197,1
224,3108.8000000000097,7.4000000000000545,0.17469733585399988,3138.3994983189586,1
225,3116.25000000001,7.500000000000054,0.07434759922558606,3149.868439139612,1
226,3123.80000000001,7.600000000000054,0.07369287294374713,3157.159759241189,1
227,3131.4500000000103,7.7000000000000535,0.13650115906084218,3160.6278294119356,1
228,3139.2000000000107,7.800000000000053,0.22186230755453767,3175.369778327598,1
229,3147.050000000011,7.900000000000053,0.2124152306783732,3180.056859784373,1
230,3155.0000000000114,8.000000000000053,0.13658268993424638,3182.618555236931,1
231,3163.0500000000116,8.100000000000053,0.1427431395310192,3195.7940743572804,1
232,3171.2000000000116,8.200000000000053,0.16248993592508953,3205.021843398243,1
233,3179.450000000012,8.300000000000052,0.03958097947783906,3215.415835388402,1
234,3187.8000000000125,8.400000000000052,0.15364890022911898,3219.894733050542,1
235,3196.2500000000127,8.500000000000052,0.07095559191138831,3231.8925336215984,1
236,3204.800000000013,8.600000000000051,0.13410868400779485,3238.56495944531,1
237,3213.450000000013,8.70000000000005,0.10135194234355976,3242.7478666189973,1
238,3222.2000000000135,8.80000000000005,0.14507249962685287,3251.2331483098314,1
239,3231.050000000014,8.90000000000005,0.12208620790038761,3267.729517326196,1
240,3240.000000000014,9.00000000000005,-0.06938181624927799,3276.9320066484725,1
241,3249.0500000000143,9.10000000000005,0.12573350270231085,3283.395484620979,1
242,3258.2000000000144,9.200000000000049,0.15352917713795577,3296.0985240871732,1
243,3267.450000000015,9.300000000000049,0.1417557009003072,3304.069277012081,1
244,3276.800000000015,9.400000000000048,0.10884484322748522,3312.343216698211,1
245,3286.2500000000155,9.500000000000048,0.2135297015158244,3317.057548134586,1
246,3295.8000000000156,9.600000000000048,0.13368238774729968,3334.592602158303,1
247,3305.4500000000157,9.700000000000047,0.1412603980115864,3340.7231255973497,1
248,3315.200000000016,9.800000000000047,0.17766951364303413,3347.783048196688,1
249,3325.0500000000166,9.900000000000047,0.13675557998179594,3356.873872352036,1
250,3335.000000000017,10.000000000000046,0.061118934795147795,3369.7002303559498,1
251,3345.050000000017,10.100000000000046,-0.03130024482677733,3374.0822451151375,1
252,3355.200000000017,10.200000000000045,0.08637274587891512,3391.475560423667,1
253,3365.450000000017,10.300000000000045,0.16065673155286697,3396.9137062382765,1
254,3375.8000000000175,10.400000000000045,0.09381422011493165,3411.402019485275,1
255,3386.2500000000177,10.500000000000044,0.1630707023369038,3419.3600979419757,1
256,3396.800000000018,10.600000000000044,0.12392369055521639,3430.886490231141,1
257,3407.450000000018,10.700000000000044,0.19228396421573107,3440.284808589373,1
258,3418.200000000018,10.800000000000043,0.09728699757276034,3453.0695687620682,1
259,3429.0500000000184,10.900000000000043,0.14305688959406127,3470.341903364053,1
260,3440.0000000000186,11.000000000000043,0.14535310387212158,3480.073038750571,1
261,3451.050000000019,11.100000000000042,0.20509611235787162,3488.3497126256166,1
262,3462.200000000019,11.200000000000042,0.012601761619943336,3498.703795469461,1
263,3473.450000000019,11.300000000000042,0.08749550352681056,3512.9312675708734,1
264,3484.8000000000193,11.400000000000041,0.16591096632331026,3525.5336698463243,1
265,3496.2500000000196,11.50000000000004,0.2077537887867189,3531.525960456207,1
266,3507.8000000000197,11.60000000000004,0.12940429075852483,3545.781697932537,1
267,3519.45000000002,11.70000000000004,0.09743775013471079,3552.673985819923,1
268,3531.20000000002,11.80000000000004,0.16042710212046668,3573.762489381187,1
269,3543.05000000002,11.90000000000004,0.167122160513901,3588.9692083068726,1
270,3555.0000000000205,12.000000000000039,0.09342029927996158,3595.523042625516,1
271,3567.0500000000206,12.100000000000039,0.13481843873065277,3601.544130329327,1
272,3579.2000000000207,12.200000000000038,0.18583163574471817,3622.509828147745,1
273,3591.4500000000207,12.300000000000038,0.2284275395964671,3630.8623615621273,1
274,3603.800000000021,12.400000000000038,0.15955629755411754,3644.6033002387317,1
275,3616.2500000000214,12.500000000000037,0.1176483337999356,3661.6187392300253,1
276,3628.8000000000216,12.600000000000037,0.11175548943772551,3673.774896207738,1
277,3641.4500000000216,12.700000000000037,0.1484437934316174,3684.9452402082993,1
278,3654.2000000000216,12.800000000000036,0.108059629451233,3697.984665566739,1
279,3667.050000000022,12.900000000000036,0.1263784299413433,3713.959893174756,1
280,3680.0000000000223,13.000000000000036,0.05152742412814752,3726.127211643887,1
281,3693.0500000000225,13.100000000000035,0.19282343178946953,3737.9247076659794,1
282,3706.2000000000226,13.200000000000035,0.0465889163710793,3754.274329110165,1
283,3719.4500000000226,13.300000000000034,0.08907329437281926,3770.432323121767,1
284,3732.800000000023,13.400000000000034,0.12085559565110883,3783.141765872032,1
285,3746.250000000023,13.500000000000034,0.23445921279331833,3793.8181051182537,1
286,3759.8000000000234,13.600000000000033,0.08963902090886036,3815.5273667364354,1
287,3773.4500000000235,13.700000000000033,0.07503905116237622,3818.963178912483,1
288,3787.2000000000235,13.800000000000033,0.08195098495997237,3840.576717966027,1
289,3801.050000000024,13.900000000000032,0.21453383005667875,3854.9069931449603,1
290,3815.000000000024,14.000000000000032,-0.05374081961036127,3872.178246934535,1
291,3829.0500000000243,14.100000000000032,0.05483571927108479,3888.497896312654,1
292,3843.2000000000244,14.200000000000031,0.2788773225495731,3905.384180529986,1
293,3857.4500000000244,14.300000000000031,0.1504529244094982,3915.168084525382,1
294,3871.8000000000247,14.40000000000003,0.04864090303964681,3934.475531288774,1
295,3886.250000000025,14.50000000000003,0.11248492106951372,3948.821405785158,1
296,3900.800000000025,14.60000000000003,0.1190472739640717,3958.723767886903,1
297,3915.4500000000253,14.70000000000003,0.16576751475433638,3985.2892816731865,1
298,3930.2000000000253,14.80000000000003,0.22537012016935382,3991.10400696705,1
299,3945.0500000000256,14.900000000000029,0.13831310087675291,4012.6134397850165,1
300,3960.000000000026,15.000000000000028,-0.017387298180777645,4028.559929838856,1
301,3975.000000000026,15.000000000000028,0.062225066525892256,4044.3010897035356,1
302,3990.000000000026,15.000000000000028,-0.026895161811771665,4058.072148961649,1
303,4005.000000000026,15.000000000000028,-0.04700024975934176,4078.115459036199,1
304,4020.000000000026,15.000000000000028,-0.0905945323173867,4087.0251024309605,1
305,4035.000000000026,15.000000000000028,-0.07890770367002405,4107.574480363187,1
306,4050.000000000026,15.000000000000028,-0.03878670936745631,4122.137957179479,1
307,4065.000000000026,15.000000000000028,-0.055667386062052265,4137.84577154507,1
308,4080.000000000026,15.000000000000028,0.03379419164248304,4157.201106071227,1
309,4095.000000000026,15.000000000000028,-0.056964109549442116,4175.172282517622,1
310,4110.000000000026,15.000000000000028,-0.1736199781214846,4186.921558145496,1
311,4125.000000000026,15.000000000000028,-0.04763470647536794,4206.290086553901,1
312,4140.000000000026,15.000000000000028,-0.01331157886328516,4220.078008307003,1
313,4155.000000000026,15.000000000000028,-0.021326969272317926,4233.214188021151,1
314,4170.000000000026,15.000000000000028,0.10617148075855105,4251.063859676012,1
315,4185.000000000026,15.000000000000028,-0.021812553557349006,4266.865250845447,1
316,4200.000000000026,15.000000000000028,0.06785540779195187,4281.579364484076,1
317,4215.000000000026,15.000000000000028,0.013861044019148297,4300.839110161234,1
318,4230.000000000026,15.000000000000028,0.012461716459644076,4316.119695937397,1
319,4245.000000000026,15.000000000000028,-0.03512281733088222,4326.4828421081775,1
320,4260.000000000026,15.000000000000028,0.01147304090515397,4342.11540777989,1
321,4275.000000000026,15.000000000000028,-0.03090576761384501,4364.134683399719,1
322,4290.000000000026,15.000000000000028,0.02520145885527423,4376.1802217624445,1
323,4305.000000000026,15.000000000000028,0.0008250220425787078,4395.271889105959,1
324,4320.000000000026,15.000000000000028,-0.04167767599149601,4412.421976813864,1
325,4335.000000000026,15.000000000000028,0.07451366038203572,4421.953042922889,1
326,4350.000000000026,15.000000000000028,0.040610428801285514,4437.190957007825,1
327,4365.000000000026,15.000000000000028,-0.011883764048534893,4462.081199178546,1
328,4380.000000000026,15.000000000000028,0.0237295828221186,4473.717415660121,1
329,4395.000000000026,15.000000000000028,0.00997064870988218,4486.982116458073,1
330,4410.000000000026,15.000000000000028,-0.03705545623579643,4500.987436915572,1
331,4425.000000000026,15.000000000000028,0.01922977374126983,4517.7796659089245,1
332,4440.000000000026,15.000000000000028,-0.02226070528844247,4531.233414319923,1
333,4455.000000000026,15.000000000000028,-0.04169603013720595,4552.922102229322,1
334,4470.000000000026,15.000000000000028,-0.08236603981599148,4563.381192913185,1
335,4485.000000000026,15.000000000000028,-0.006516441212317842,4584.404807135917,1
336,4500.000000000026,15.000000000000028,0.0490182395750234,4595.308654327068,1
337,4515.000000000026,15.000000000000028,-0.02667956120273158,4608.740886580594,1
338,4530.000000000026,15.000000000000028,0.16624252152947816,4625.9270362553525,1
339,4545.000000000026,15.000000000000028,0.06814113921916394,4634.643672308405,1
340,4560.000000000026,15.000000000000028,0.09325980795962868,4657.440014816309,1
341,4575.000000000026,15.000000000000028,0.06271458072442551,4672.554782463848,1
342,4590.000000000026,15.000000000000028,0.12617189849631438,4690.77967931268,1
343,4605.000000000026,15.000000000000028,-0.032220119008352525,4697.865221214378,1
344,4620.000000000026,15.000000000000028,-0.1386442431395173,4722.207736179966,1
345,4635.000000000026,15.000000000000028,-0.011767536501172984,4736.362251867423,1
346,4650.000000000026,15.000000000000028,0.04849311453285225,4752.816271514278,1
347,4665.000000000026,15.000000000000028,0.024091018304878704,4764.0441392969715,1
348,4680.000000000026,15.000000000000028,0.031528356658067025,4782.369786666266,1
349,4695.000000000026,15.000000000000028,0.09425460016019234,4790.024986682774,1
350,4710.000000000026,15.000000000000028,0.03792345446774997,4811.674555784605,1
351,4725.000000000026,15.000000000000028,0.0629347756554613,4822.305971179754,1
352,4740.000000000026,15.000000000000028,-0.041373764511165534,4834.737967874432,1
353,4755.000000000026,15.000000000000028,-0.0507236213529622,4851.382480113923,1
354,4770.000000000026,15.000000000000028,0.11184683538146925,4869.82561231102,1
355,4785.000000000026,15.000000000000028,0.02105409210882407,4882.383025832868,1
356,4800.000000000026,15.000000000000028,-0.02239375100676809,4901.025254347197,1
357,4815.000000000026,15.000000000000028,-0.022283669612827087,4909.50907157001,1
358,4830.000000000026,15.000000000000028,-0.02394738729829545,4923.586328815331,1
359,4845.000000000026,15.000000000000028,-0.0275375412627505,4949.1171623024575,1
